WORD,DEFINITION,ID,LIST_CATEGORY,WORD_ID
Antarctic,Pertaining to the south pole or the regions near it.,287,SAT,SAT_287
ante,"In the game of poker, to put up a stake before the cards are dealt.",288,SAT,SAT_288
antecede,To precede.,289,SAT,SAT_289
antecedent,"One who or that which precedes or goes before, as in time, place, rank, order, or causality.",290,SAT,SAT_290
antechamber,A waiting room for those who seek audience.,291,SAT,SAT_291
antedate,To assign or affix a date to earlier than the actual one.,292,SAT,SAT_292
antediluvian,"Of or pertaining to the times, things, events before the great flood in the days of Noah.",293,SAT,SAT_293
antemeridian,Before noon.,294,SAT,SAT_294
antemundane,Pertaining to time before the world's creation.,295,SAT,SAT_295
antenatal,Occurring or existing before birth.,296,SAT,SAT_296
anterior,Prior.,297,SAT,SAT_297
anteroom,"A room situated before and opening into another, usually larger.",298,SAT,SAT_298
anthology,A collection of extracts from the writings of various authors.,299,SAT,SAT_299
anthracite,Hard coal.,300,SAT,SAT_300
anthropology,The science of man in general.,301,SAT,SAT_301
anthropomorphous,Having or resembling human form.,302,SAT,SAT_302
antic,"A grotesque, ludicrous, or fantastic action.",303,SAT,SAT_303
Antichrist,"Any opponent or enemy of Christ, whether a person or a power.",304,SAT,SAT_304
anticlimax,A gradual or sudden decrease in the importance or impressiveness of what is said.,305,SAT,SAT_305
anticyclone,"An atmospheric condition of high central pressure, with currents flowing outward.",306,SAT,SAT_306
antidote,"Anything that will counteract or remove the effects of poison, disease, or the like.",307,SAT,SAT_307
antilogy,Inconsistency or contradiction in terms or ideas.,308,SAT,SAT_308
antipathize,"To show or feel a feeling of antagonism, aversion, or dislike.",309,SAT,SAT_309
antiphon,"A response or alteration of responses, generally musical.",310,SAT,SAT_310
antiphony,An anthem or other composition sung responsively.,311,SAT,SAT_311
antipodes,A place or region on the opposite side of the earth.,312,SAT,SAT_312
antiquary,"One who collects and examines old things, as coins, books, medals, weapons, etc.",313,SAT,SAT_313
antiquate,To make old or out of date.,314,SAT,SAT_314
antique,Pertaining to ancient times.,315,SAT,SAT_315
antiseptic,Anything that destroys or restrains the growth of putrefactive micro-organisms.,316,SAT,SAT_316
antislavery,Opposed to human slavery.,317,SAT,SAT_317
antispasmodic,Tending to prevent or relieve non-inflammatory spasmodic affections.,318,SAT,SAT_318
antistrophe,"The inversion of terms in successive classes, as in ""the home of joy and the joy of home"".",319,SAT,SAT_319
antitoxin,A substance which neutralizes the poisonous products of micro-organisms.,320,SAT,SAT_320
antonym,A word directly opposed to another in meaning.,321,SAT,SAT_321
anxious,Distressed in mind respecting some uncertain matter.,322,SAT,SAT_322
apathy,Insensibility to emotion or passionate feeling.,323,SAT,SAT_323
aperture,Hole.,324,SAT,SAT_324
apex,"The highest point, as of a mountain.",325,SAT,SAT_325
aphorism,Proverb.,326,SAT,SAT_326
apiary,A place where bees are kept.,327,SAT,SAT_327
apogee,The climax.,328,SAT,SAT_328
apology,A disclaimer of intentional error or offense.,329,SAT,SAT_329
apostasy,A total departure from one's faith or religion.,330,SAT,SAT_330
apostate,False.,331,SAT,SAT_331
apostle,Any messenger commissioned by or as by divine authority.,332,SAT,SAT_332
apothecary,One who keeps drugs for sale and puts up prescriptions.,333,SAT,SAT_333
apotheosis,Deification.,334,SAT,SAT_334
appall,To fill with dismay or horror.,335,SAT,SAT_335
apparent,Easily understood.,336,SAT,SAT_336
apparition,Ghost.,337,SAT,SAT_337
appease,To soothe by quieting anger or indignation.,338,SAT,SAT_338
appellate,Capable of being appealed to.,339,SAT,SAT_339
appellation,"The name or title by which a particular person, class, or thing is called.",340,SAT,SAT_340
append,"To add or attach, as something accessory, subordinate, or supplementary.",341,SAT,SAT_341
appertain,"To belong, as by right, fitness, association, classification, possession, or natural relation.",342,SAT,SAT_342
apposite,Appropriate.,343,SAT,SAT_343
apposition,"The act of placing side by side, together, or in contact.",344,SAT,SAT_344
appraise,To estimate the money value of.,345,SAT,SAT_345
appreciable,Capable of being discerned by the senses or intellect.,346,SAT,SAT_346
apprehend,To make a prisoner of (a person) in the name of the law.,347,SAT,SAT_347
apprehensible,Capable of being conceived.,348,SAT,SAT_348
approbation,Sanction.,349,SAT,SAT_349
appropriate,Suitable for the purpose and circumstances.,350,SAT,SAT_350
aqueduct,"A water-conduit, particularly one for supplying a community from a distance.",351,SAT,SAT_351
aqueous,"Of, pertaining to, or containing water.",352,SAT,SAT_352
arbiter,"One chosen or appointed, by mutual consent of parties in dispute, to decide matters.",353,SAT,SAT_353
arbitrary,Fixed or done capriciously.,354,SAT,SAT_354
arbitrate,To act or give judgment as umpire.,355,SAT,SAT_355
arbor,A tree.,356,SAT,SAT_356
arboreal,Of or pertaining to a tree or trees.,357,SAT,SAT_357
arborescent,Having the nature of a tree.,358,SAT,SAT_358
arboretum,A botanical garden or place devoted to the cultivation of trees or shrubs.,359,SAT,SAT_359
arboriculture,The cultivation of trees or shrubs.,360,SAT,SAT_360
arcade,"A vaulted passageway or street; a roofed passageway having shops, etc., opening from it.",361,SAT,SAT_361
archaic,Antiquated,362,SAT,SAT_362
archaism,Obsolescence.,363,SAT,SAT_363
archangel,An angel of high rank.,364,SAT,SAT_364
archbishop,"The chief of the bishops of an ecclesiastical province in the Greek, Roman, and Anglican church.",365,SAT,SAT_365
archdeacon,A high official administrator of the affairs of a diocese.,366,SAT,SAT_366
archaeology,The branch of anthropology concerned with the systematic investigation of the relics of man.,367,SAT,SAT_367
archetype,A prototype.,368,SAT,SAT_368
archipelago,"Any large body of water studded with islands, or the islands collectively themselves.",369,SAT,SAT_369
ardent,Burning with passion.,370,SAT,SAT_370
ardor,Intensity of passion or affection.,371,SAT,SAT_371
arid,Very dry.,372,SAT,SAT_372
aristocracy,A hereditary nobility,373,SAT,SAT_373
aristocrat,A hereditary noble or one nearly connected with nobility.,374,SAT,SAT_374
armada,A fleet of war-vessels.,375,SAT,SAT_375
armful,As much as can be held in the arm or arms.,376,SAT,SAT_376
armory,An arsenal.,377,SAT,SAT_377
aroma,An agreeable odor.,378,SAT,SAT_378
arraign,"To call into court, as a person indicted for crime, and demand whether he pleads guilty or not.",379,SAT,SAT_379
arrange,To put in definite or proper order.,380,SAT,SAT_380
arrangement,"The act of putting in proper order, or the state of being put in order.",381,SAT,SAT_381
arrant,Notoriously bad.,382,SAT,SAT_382
arrear,Something overdue and unpaid.,383,SAT,SAT_383
arrival,A coming to stopping-place or destination.,384,SAT,SAT_384
arrogant,"Unduly or excessively proud, as of wealth, station, learning, etc.",385,SAT,SAT_385
arrogate,"To take, demand, or claim, especially presumptuously or without reasons or grounds.",386,SAT,SAT_386
Artesian well,A very deep bored well. water rises due to underground pressure,387,SAT,SAT_387
artful,Characterized by craft or cunning.,388,SAT,SAT_388
Arthurian,"Pertaining to King Arthur, the real or legendary hero of British poetic story.",389,SAT,SAT_389
artifice,Trickery.,390,SAT,SAT_390
artless,Ingenuous.,391,SAT,SAT_391
ascendant,Dominant.,392,SAT,SAT_392
ascension,The act of rising.,393,SAT,SAT_393
ascent,"A rising, soaring, or climbing.",394,SAT,SAT_394
ascetic,Given to severe self-denial and practicing excessive abstinence and devotion.,395,SAT,SAT_395
ascribe,To assign as a quality or attribute.,396,SAT,SAT_396
asexual,Having no distinct sexual organs.,397,SAT,SAT_397
ashen,Pale.,398,SAT,SAT_398
askance,With a side or indirect glance or meaning.,399,SAT,SAT_399
asperity,Harshness or roughness of temper.,400,SAT,SAT_400
aspirant,"One who seeks earnestly, as for advancement, honors, place.",401,SAT,SAT_401
aspiration,An earnest wish for that which is above one's present reach.,402,SAT,SAT_402
aspire,"To have an earnest desire, wish, or longing, as for something high and good, not yet attained.",403,SAT,SAT_403
assailant,One who attacks.,404,SAT,SAT_404
assassin,"One who kills, or tries to kill, treacherously or secretly.",405,SAT,SAT_405
assassinate,"To kill, as by surprise or secret assault, especially the killing of some eminent person.",406,SAT,SAT_406
assassination,"Murderer, as by secret assault or treachery.",407,SAT,SAT_407
assay,The chemical analysis or testing of an alloy ore.,408,SAT,SAT_408
assent,To express agreement with a statement or matter of opinion.,409,SAT,SAT_409
assess,To determine the amount of (a tax or other sum to be paid).,410,SAT,SAT_410
assessor,An officer whose duty it is to assess taxes.,411,SAT,SAT_411
assets,"pl. Property in general, regarded as applicable to the payment of debts.",412,SAT,SAT_412
assiduous,Diligent.,413,SAT,SAT_413
assignee,One who is appointed to act for another in the management of certain property and interests.,414,SAT,SAT_414
assimilate,To adapt.,415,SAT,SAT_415
assonance,Resemblance or correspondence in sound.,416,SAT,SAT_416
assonant,Having resemblance of sound.,417,SAT,SAT_417
assonate,"To accord in sound, especially vowel sound.",418,SAT,SAT_418
assuage,"To cause to be less harsh, violent, or severe, as excitement, appetite, pain, or disease.",419,SAT,SAT_419
astringent,Harsh in disposition or character.,420,SAT,SAT_420
astute,Keen in discernment.,421,SAT,SAT_421
atheism,The denial of the existence of God.,422,SAT,SAT_422
athirst,Wanting water.,423,SAT,SAT_423
athwart,From side to side.,424,SAT,SAT_424
atomizer,"An apparatus for reducing a liquid to a fine spray, as for disinfection, inhalation, etc.",425,SAT,SAT_425
atone,To make amends for.,426,SAT,SAT_426
atonement,"Amends, reparation, or expiation made from wrong or injury.",427,SAT,SAT_427
atrocious,"Outrageously or wantonly wicked, criminal, vile, or cruel.",428,SAT,SAT_428
atrocity,Great cruelty or reckless wickedness.,429,SAT,SAT_429
attache,A subordinate member of a diplomatic embassy.,430,SAT,SAT_430
attest,"To certify as accurate, genuine, or true.",431,SAT,SAT_431
attorney-general,The chief law-officer of a government.,432,SAT,SAT_432
auburn,"Reddish-brown, said usually of the hair.",433,SAT,SAT_433
audacious,Fearless.,434,SAT,SAT_434
audible,Loud enough to be heard.,435,SAT,SAT_435
audition,The act or sensation of hearing.,436,SAT,SAT_436
auditory,Of or pertaining to hearing or the organs or sense of hearing.,437,SAT,SAT_437
augment,To make bigger.,438,SAT,SAT_438
augur,To predict.,439,SAT,SAT_439
Augustinian,"Pertaining to St. Augustine, his doctrines, or the religious orders called after him.",440,SAT,SAT_440
aura,Pervasive psychic influence supposed to emanate from persons,441,SAT,SAT_441
aural,Of or pertaining to the ear.,442,SAT,SAT_442
auricle,One of the two chambers of the heart which receives the blood from the veins.,443,SAT,SAT_443
auricular,"Of or pertaining to the ear, its auricle, or the sense of hearing.",444,SAT,SAT_444
auriferous,Containing gold.,445,SAT,SAT_445
aurora,A luminous phenomenon in the upper regions of the atmosphere.,446,SAT,SAT_446
auspice,"favoring, protecting, or propitious influence or guidance.",447,SAT,SAT_447
austere,Severely simple; unadorned.,448,SAT,SAT_448
autarchy,Unrestricted power.,449,SAT,SAT_449
authentic,Of undisputed origin.,450,SAT,SAT_450
authenticity,"The state or quality of being genuine, or of the origin and authorship claimed.",451,SAT,SAT_451
autobiography,The story of one's life written by himself.,452,SAT,SAT_452
autocracy,Absolute government.,453,SAT,SAT_453
autocrat,Any one who claims or wields unrestricted or undisputed authority or influence.,454,SAT,SAT_454
automaton,Any living being whose actions are or appear to be involuntary or mechanical.,455,SAT,SAT_455
autonomous,Self-governing.,456,SAT,SAT_456
autonomy,Self-government.,457,SAT,SAT_457
autopsy,The examination of a dead body by dissection to ascertain the cause of death.,458,SAT,SAT_458
autumnal,Of or pertaining to autumn.,459,SAT,SAT_459
auxiliary,"One who or that which aids or helps, especially when regarded as subsidiary or accessory.",460,SAT,SAT_460
avalanche,"The fall or sliding of a mass of snow or ice down a mountain-slope, often bearing with it rock.",461,SAT,SAT_461
avarice,Passion for getting and keeping riches.,462,SAT,SAT_462
aver,To assert as a fact.,463,SAT,SAT_463
averse,Reluctant.,464,SAT,SAT_464
aversion,A mental condition of fixed opposition to or dislike of some particular thing.,465,SAT,SAT_465
avert,To turn away or aside.,466,SAT,SAT_466
aviary,A spacious cage or enclosure in which live birds are kept.,467,SAT,SAT_467
avidity,Greediness.,468,SAT,SAT_468
avocation,Diversion.,469,SAT,SAT_469
avow,To declare openly.,470,SAT,SAT_470
awaken,"To arouse, as emotion, interest, or the like.",471,SAT,SAT_471
awry,"Out of the proper form, direction, or position.",472,SAT,SAT_472
aye,An expression of assent.,473,SAT,SAT_473
azalea,A flowering shrub.,474,SAT,SAT_474
azure,The color of the sky.,475,SAT,SAT_475
Baconian,Of or pertaining to Lord Bacon or his system of philosophy.,476,SAT,SAT_476
bacterium,A microbe.,477,SAT,SAT_477
badger,To pester.,478,SAT,SAT_478
baffle,To foil or frustrate.,479,SAT,SAT_479
bailiff,An officer of court having custody of prisoners under arraignment.,480,SAT,SAT_480
baize,"A single-colored napped woolen fabric used for table-covers, curtains, etc.",481,SAT,SAT_481
bale,A large package prepared for transportation or storage.,482,SAT,SAT_482
baleful,Malignant.,483,SAT,SAT_483
ballad,"Any popular narrative poem, often with epic subject and usually in lyric form.",484,SAT,SAT_484
balsam,"A medical preparation, aromatic and oily, used for healing.",485,SAT,SAT_485
banal,Commonplace.,486,SAT,SAT_486
barcarole,A boat-song of Venetian gondoliers.,487,SAT,SAT_487
barograph,An instrument that registers graphically and continuously the atmospheric pressure.,488,SAT,SAT_488
barometer,An instrument for indicating the atmospheric pressure per unit of surface.,489,SAT,SAT_489
barring prep. Apart from.,,490,SAT,SAT_490
baritone,Having a register higher than bass and lower than tenor.,491,SAT,SAT_491
bask,To make warm by genial heat.,492,SAT,SAT_492
bass,Low in tone or compass.,493,SAT,SAT_493
baste,"To cover with melted fat, gravy, while cooking.",494,SAT,SAT_494
baton,An official staff borne either as a weapon or as an emblem of authority or privilege.,495,SAT,SAT_495
battalion,"A body of infantry composed of two or more companies, forming a part of a regiment.",496,SAT,SAT_496
batten,A narrow strip of wood.,497,SAT,SAT_497
batter,"A thick liquid mixture of two or more materials beaten together, to be used in cookery.",498,SAT,SAT_498
bauble,A trinket.,499,SAT,SAT_499
bawl,To proclaim by outcry.,500,SAT,SAT_500
beatify,To make supremely happy.,501,SAT,SAT_501
beatitude,Any state of great happiness.,502,SAT,SAT_502
beau,An escort or lover.,503,SAT,SAT_503
becalm,To make quiet.,504,SAT,SAT_504
beck,"To give a signal to, by nod or gesture.",505,SAT,SAT_505
bedaub,"To smear over, as with something oily or sticky.",506,SAT,SAT_506
bedeck,To cover with ornament.,507,SAT,SAT_507
bedlam,Madhouse.,508,SAT,SAT_508
befog,To confuse.,509,SAT,SAT_509
befriend,"To be a friend to, especially when in need.",510,SAT,SAT_510
beget,To produce by sexual generation.,511,SAT,SAT_511
begrudge,To envy one of the possession of.,512,SAT,SAT_512
belate,To delay past the proper hour.,513,SAT,SAT_513
belay,"To make fast, as a rope, by winding round a cleat.",514,SAT,SAT_514
belie,To misrepresent.,515,SAT,SAT_515
believe,To accept as true on the testimony or authority of others.,516,SAT,SAT_516
belittle,To disparage.,517,SAT,SAT_517
belle,"A woman who is a center of attraction because of her beauty, accomplishments, etc.",518,SAT,SAT_518
bellicose,Warlike.,519,SAT,SAT_519
belligerent,Manifesting a warlike spirit.,520,SAT,SAT_520
bemoan,To lament,521,SAT,SAT_521
benediction,a solemn invocation of the divine blessing.,522,SAT,SAT_522
benefactor,A doer of kindly and charitable acts.,523,SAT,SAT_523
benefice,A church office endowed with funds or property for the maintenance of divine service.,524,SAT,SAT_524
beneficent,Characterized by charity and kindness.,525,SAT,SAT_525
beneficial,Helpful.,526,SAT,SAT_526
beneficiary,One who is lawfully entitled to the profits and proceeds of an estate or property.,527,SAT,SAT_527
benefit,Helpful result.,528,SAT,SAT_528
benevolence,Any act of kindness or well-doing.,529,SAT,SAT_529
benevolent,Loving others and actively desirous of their well-being.,530,SAT,SAT_530
benign,Good and kind of heart.,531,SAT,SAT_531
benignant,"Benevolent in feeling, character, or aspect.",532,SAT,SAT_532
benignity,"Kindness of feeling, disposition, or manner.",533,SAT,SAT_533
benison,Blessing.,534,SAT,SAT_534
bequeath,To give by will.,535,SAT,SAT_535
bereave,To make desolate with loneliness and grief.,536,SAT,SAT_536
berth,"A bunk or bed in a vessel, sleeping-car, etc.",537,SAT,SAT_537
beseech,To implore.,538,SAT,SAT_538
beset,To attack on all sides.,539,SAT,SAT_539
besmear,"To smear over, as with any oily or sticky substance.",540,SAT,SAT_540
bestial,Animal.,541,SAT,SAT_541
bestrew,To sprinkle or cover with things strewn.,542,SAT,SAT_542
bestride,"To get or sit upon astride, as a horse.",543,SAT,SAT_543
bethink,To remind oneself.,544,SAT,SAT_544
betide,To happen to or befall.,545,SAT,SAT_545
betimes,In good season or time.,546,SAT,SAT_546
betroth,To engage to marry.,547,SAT,SAT_547
betrothal,Engagement to marry.,548,SAT,SAT_548
bevel,Any inclination of two surfaces other than 90 degrees.,549,SAT,SAT_549
bewilder,To confuse the perceptions or judgment of.,550,SAT,SAT_550
bibliomania,The passion for collecting books.,551,SAT,SAT_551
bibliography,"A list of the words of an author, or the literature bearing on a particular subject.",552,SAT,SAT_552
bibliophile,One who loves books.,553,SAT,SAT_553
bibulous,Fond of drinking.,554,SAT,SAT_554
bide,To await.,555,SAT,SAT_555
biennial,A plant that produces leaves and roots the first year and flowers and fruit the second.,556,SAT,SAT_556
bier,A horizontal framework with two handles at each end for carrying a corpse to the grave.,557,SAT,SAT_557
bigamist,One who has two spouses at the same time.,558,SAT,SAT_558
bigamy,The crime of marrying any other person while having a legal spouse living.,559,SAT,SAT_559
bight,"A slightly receding bay between headlands, formed by a long curve of a coast-line.",560,SAT,SAT_560
bilateral,Two-sided.,561,SAT,SAT_561
bilingual,Speaking two languages.,562,SAT,SAT_562
biograph,A bibliographical sketch or notice.,563,SAT,SAT_563
biography,"A written account of one's life, actions, and character.",564,SAT,SAT_564
biology,The science of life or living organisms.,565,SAT,SAT_565
biped,An animal having two feet.,566,SAT,SAT_566
birthright,A privilege or possession into which one is born.,567,SAT,SAT_567
bitterness,"Acridity, as to the taste.",568,SAT,SAT_568
blase,Sated with pleasure.,569,SAT,SAT_569
blaspheme,To indulge in profane oaths.,570,SAT,SAT_570
blatant,Noisily or offensively loud or clamorous.,571,SAT,SAT_571
blaze,A vivid glowing flame.,572,SAT,SAT_572
blazon,To make widely or generally known.,573,SAT,SAT_573
bleak,Desolate.,574,SAT,SAT_574
blemish,A mark that mars beauty.,575,SAT,SAT_575
blithe,Joyous.,576,SAT,SAT_576
blithesome,Cheerful.,577,SAT,SAT_577
blockade,"The shutting up of a town, a frontier, or a line of coast by hostile forces.",578,SAT,SAT_578
boatswain,"A subordinate officer of a vessel, who has general charge of the rigging, anchors, etc.",579,SAT,SAT_579
bodice,A women's ornamental corset-shaped laced waist.,580,SAT,SAT_580
bodily,Corporeal.,581,SAT,SAT_581
boisterous,Unchecked merriment or animal spirits.,582,SAT,SAT_582
bole,The trunk or body of a tree.,583,SAT,SAT_583
bolero,"A Spanish dance, illustrative of the passion of love, accompanied by caste nets and singing.",584,SAT,SAT_584
boll,"A round pod or seed-capsule, as a flax or cotton.",585,SAT,SAT_585
bolster,"To support, as something wrong.",586,SAT,SAT_586
bomb,A hollow projectile containing an explosive material.,587,SAT,SAT_587
bombard,To assail with any missile or with abusive speech.,588,SAT,SAT_588
bombardier,"A person who has charge of mortars, bombs, and shells.",589,SAT,SAT_589
bombast,"Inflated or extravagant language, especially on unimportant subjects.",590,SAT,SAT_590
boorish,Rude.,591,SAT,SAT_591
bore,To weary by tediousness or dullness.,592,SAT,SAT_592
borough,An incorporated village or town.,593,SAT,SAT_593
bosom,"The breast or the upper front of the thorax of a human being, especially of a woman.",594,SAT,SAT_594
botanical,Connected with the study or cultivation of plants.,595,SAT,SAT_595
botanize,To study plant-life.,596,SAT,SAT_596
botany,The science that treats of plants.,597,SAT,SAT_597
bountiful,Showing abundance.,598,SAT,SAT_598
Bowdlerize,To expurgate in editing (a literary composition) by omitting words or passages.,599,SAT,SAT_599
bowler,"In cricket, the player who delivers the ball.",600,SAT,SAT_600
boycott,To place the products or merchandise of under a ban.,601,SAT,SAT_601
brae,Hillside.,602,SAT,SAT_602
braggart,A vain boaster.,603,SAT,SAT_603
brandish,"To wave, shake, or flourish triumphantly or defiantly, as a sword or spear.",604,SAT,SAT_604
bravado,An aggressive display of boldness.,605,SAT,SAT_605
bravo interj. Well done.,,606,SAT,SAT_606
bray,"A loud harsh sound, as the cry of an ass or the blast of a horn.",607,SAT,SAT_607
braze,To make of or ornament with brass.,608,SAT,SAT_608
brazier,An open pan or basin for holding live coals.,609,SAT,SAT_609
breach,"The violation of official duty, lawful right, or a legal obligation.",610,SAT,SAT_610
breaker,"One who trains horses, dogs, etc.",611,SAT,SAT_611
breech,The buttocks.,612,SAT,SAT_612
brethren,"pl. Members of a brotherhood, gild, profession, association, or the like.",613,SAT,SAT_613
brevity,Shortness of duration.,614,SAT,SAT_614
bric-a-brac,Objects of curiosity or for decoration.,615,SAT,SAT_615
bridle,"The head-harness of a horse consisting of a head-stall, a bit, and the reins.",616,SAT,SAT_616
brigade,A body of troops consisting of two or more regiments.,617,SAT,SAT_617
brigadier,"General officer who commands a brigade, ranking between a colonel and a major-general.",618,SAT,SAT_618
brigand,One who lives by robbery and plunder.,619,SAT,SAT_619
brimstone,Sulfur.,620,SAT,SAT_620
brine,Water saturated with salt.,621,SAT,SAT_621
bristle,"One of the coarse, stiff hairs of swine: used in brush-making, etc.",622,SAT,SAT_622
Britannia,The United Kingdom of Great Britain.,623,SAT,SAT_623
Briticism,"A word, idiom, or phrase characteristic of Great Britain or the British.",624,SAT,SAT_624
brittle,Fragile.,625,SAT,SAT_625
broach,"To mention, for the first time.",626,SAT,SAT_626
broadcast,Disseminated far and wide.,627,SAT,SAT_627
brogan,"A coarse, heavy shoe.",628,SAT,SAT_628
brogue,"Any dialectic pronunciation of English, especially that of the Irish people.",629,SAT,SAT_629
brokerage,The business of making sales and purchases for a commission; a broker.,630,SAT,SAT_630
bromine,"A dark reddish-brown, non-metallic liquid element with a suffocating odor.",631,SAT,SAT_631
bronchitis,Inflammation of the bronchial tubes.,632,SAT,SAT_632
bronchus,Either of the two subdivisions of the trachea conveying air into the lungs.,633,SAT,SAT_633
brooch,An article of jewelry fastened by a hinged pin and hook on the underside.,634,SAT,SAT_634
brotherhood,Spiritual or social fellowship or solidarity.,635,SAT,SAT_635
browbeat,"To overwhelm, or attempt to do so, by stern, haughty, or rude address or manner.",636,SAT,SAT_636
brusque,Somewhat rough or rude in manner or speech.,637,SAT,SAT_637
buffoon,A clown.,638,SAT,SAT_638
buffoonery,"Low drollery, coarse jokes, etc.",639,SAT,SAT_639
bulbous,"Of, or pertaining to, or like a bulb.",640,SAT,SAT_640
bullock,An ox.,641,SAT,SAT_641
bulrush,Any one of various tall rush-like plants growing in damp ground or water.,642,SAT,SAT_642
bulwark,Anything that gives security or defense.,643,SAT,SAT_643
bumper,"A cup or glass filled to the brim, especially one to be drunk as a toast or health.",644,SAT,SAT_644
bumptious,Full of offensive and aggressive self-conceit.,645,SAT,SAT_645
bungle,To execute clumsily.,646,SAT,SAT_646
buoyancy,Power or tendency to float on or in a liquid or gas.,647,SAT,SAT_647
buoyant,Having the power or tendency to float or keep afloat.,648,SAT,SAT_648
bureau,"A chest of drawers for clothing, etc.",649,SAT,SAT_649
bureaucracy,Government by departments of men transacting particular branches of public business.,650,SAT,SAT_650
burgess,"In colonial times, a member of the lower house of the legislature of Maryland or Virginia.",651,SAT,SAT_651
burgher,"An inhabitant, citizen or freeman of a borough burgh, or corporate town.",652,SAT,SAT_652
burnish,To make brilliant or shining.,653,SAT,SAT_653
bursar,A treasurer.,654,SAT,SAT_654
bustle,To hurry.,655,SAT,SAT_655
butt,"To strike with or as with the head, or horns.",656,SAT,SAT_656
butte,"A conspicuous hill, low mountain, or natural turret, generally isolated.",657,SAT,SAT_657
buttress,Any support or prop.,658,SAT,SAT_658
by-law,"A rule or law adopted by an association, a corporation, or the like.",659,SAT,SAT_659
cabal,A number of persons secretly united for effecting by intrigue some private purpose.,660,SAT,SAT_660
cabalism,Superstitious devotion to one's religion.,661,SAT,SAT_661
cabinet,The body of men constituting the official advisors of the executive head of a nation.,662,SAT,SAT_662
cacophony,"A disagreeable, harsh, or discordant sound or combination of sounds or tones.",663,SAT,SAT_663
cadaverous,Resembling a corpse.,664,SAT,SAT_664
cadence,"Rhythmical or measured flow or movement, as in poetry or the time and pace of marching troops.",665,SAT,SAT_665
cadenza,"An embellishment or flourish, prepared or improvised, for a solo voice or instrument.",666,SAT,SAT_666
caitiff,Cowardly.,667,SAT,SAT_667
cajole,To impose on or dupe by flattering speech.,668,SAT,SAT_668
cajolery,Delusive speech.,669,SAT,SAT_669
calculable,That may be estimated by reckoning.,670,SAT,SAT_670
calculus,A concretion formed in various parts of the body resembling a pebble in hardness.,671,SAT,SAT_671
callosity,The state of being hard and insensible.,672,SAT,SAT_672
callow,Without experience of the world.,673,SAT,SAT_673
calorie,Amount of heat needed to raise the temperature of 1 kilogram of water 1 degree centigrade.,674,SAT,SAT_674
calumny,Slander.,675,SAT,SAT_675
Calvary,The place where Christ was crucified.,676,SAT,SAT_676
Calvinism,The system of doctrine taught by John Calvin.,677,SAT,SAT_677
Calvinize,To teach or imbue with the doctrines of Calvinism.,678,SAT,SAT_678
came,A leaden sash-bar or grooved strip for fastening panes in stained-glass windows.,679,SAT,SAT_679
cameo,Any small engraved or carved work in relief.,680,SAT,SAT_680
campaign,A complete series of connected military operations.,681,SAT,SAT_681
Canaanite,"A member of one of the three tribes that dwelt in the land of Canaan, or western Palestine.",682,SAT,SAT_682
canary,Of a bright but delicate yellow.,683,SAT,SAT_683
candid,Straightforward.,684,SAT,SAT_684
candor,The quality of frankness or outspokenness.,685,SAT,SAT_685
canine,Characteristic of a dog.,686,SAT,SAT_686
canon,Any rule or law.,687,SAT,SAT_687
cant,"To talk in a singsong, preaching tone with affected solemnity.",688,SAT,SAT_688
cantata,A choral composition.,689,SAT,SAT_689
canto,One of the divisions of an extended poem.,690,SAT,SAT_690
cantonment,The part of the town or district in which the troops are quartered.,691,SAT,SAT_691
capacious,Roomy.,692,SAT,SAT_692
capillary,A minute vessel having walls composed of a single layer of cells.,693,SAT,SAT_693
capitulate,To surrender or stipulate terms.,694,SAT,SAT_694
caprice,A whim.,695,SAT,SAT_695
caption,"A heading, as of a chapter, section, document, etc.",696,SAT,SAT_696
captious,Hypercritical.,697,SAT,SAT_697
captivate,"To fascinate, as by excellence. eloquence, or beauty.",698,SAT,SAT_698
carcass,The dead body of an animal.,699,SAT,SAT_699
cardiac,Pertaining to the heart.,700,SAT,SAT_700
cardinal,Of prime or special importance.,701,SAT,SAT_701
caret,"A sign (^) placed below a line, indicating where omitted words, etc., should be inserted.",702,SAT,SAT_702
caricature,a picture or description in which natural characteristics are exaggerated or distorted.,703,SAT,SAT_703
carnage,Massacre.,704,SAT,SAT_704
carnal,Sensual.,705,SAT,SAT_705
carnivorous,Eating or living on flesh.,706,SAT,SAT_706
carouse,To drink deeply and in boisterous or jovial manner.,707,SAT,SAT_707
carrion,Dead and putrefying flesh.,708,SAT,SAT_708
cartilage,An elastic animal tissue of firm consistence.,709,SAT,SAT_709
cartridge,"A charge for a firearm, or for blasting.",710,SAT,SAT_710
caste,The division of society on artificial grounds.,711,SAT,SAT_711
castigate,To punish.,712,SAT,SAT_712
casual,"Accidental, by chance.",713,SAT,SAT_713
casualty,A fatal or serious accident or disaster.,714,SAT,SAT_714
cataclysm,Any overwhelming flood of water.,715,SAT,SAT_715
cataract,Opacity of the lens of the eye resulting in complete or partial blindness.,716,SAT,SAT_716
catastrophe,Any great and sudden misfortune or calamity.,717,SAT,SAT_717
cathode,The negative pole or electrode of a galvanic battery.,718,SAT,SAT_718
Catholicism,"The system, doctrine, and practice of the Roman Catholic Church.",719,SAT,SAT_719
catholicity,Universal prevalence or acceptance.,720,SAT,SAT_720
